brand,name,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,price
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,66.0,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",16,LPDDR5,512,SSD,4GB NVIDIA GeForce RTX 3050,16.0,2560.0,1600.0,Windows 11  OS,3,88990
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,89.0,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),64,DDR5,2048,SSD,8GB NVIDIA RTX 3000 Ada,16.0,2560.0,1600.0,Windows 11 OS,2,419990
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4X,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1,87990
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,48990
MSI,Bravo 15 B7ED-011IN Gaming Laptop,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,4GB AMD Radeon RX6550M,15.6,1920.0,1080.0,Windows 11 OS,1,79990
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,256,SSD,Intel UHD Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,33990
HP,14s-dr3002TU Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1366.0,768.0,Windows 11 OS,1,26990
Acer,C734 NX.H8VSI.004 Chromebook Laptop,69.32352941176471,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4,LPDDR4X,64,Hard-Disk,Intel Integrated UHD,11.6,1280.0,1024.0,Chrome OS,1,13990
Acer,TravelMate P2 TMP214-53 Business Laptop,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16,DDR4,1024,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,49990
MSI,Bravo 15 B7ED-012IN Gaming Laptop,65.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB AMD Radeon RX6550M,15.6,1920.0,1080.0,Windows 11 OS,1,59990
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16,DDR5,1024,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,91990
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,95689
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,69.32352941176471,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8,LPDDR4X,128,SSD,Intel Integrated UHD,14.0,1280.0,1024.0,Chrome OS,1,26732
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,70.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,89999
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,62.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,1024,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,69990
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16,DDR4,1024,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,65391
Lenovo,Thinkpad T14 Laptop,69.32352941176471,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 10 OS,1,90000
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,38390
Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon 610M,15.6,1920.0,1080.0,Windows 11 OS,1,40990
Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,62.0,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB  NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,50990
Dell,Vostro 3520 Laptop,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,47990
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Integrated Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,59990
Dell,Vostro 3530 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,61990
Lenovo,V14 G4 Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon,14.0,1920.0,1080.0,Windows 11 OS,1,31990
MSI,Creator M16 B13VE-1271IN Laptop,82.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,2,129990
Lenovo,V15 G3 82TTA02UIH Laptop,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,49989
Dell,Vostro 3525 Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,42990
MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,83.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX A2000 Ada,16.0,1920.0,1200.0,Windows 11 OS,2,259990
Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8,LPDDR5,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,44690
Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,LPDDR4X,512,SSD,AMD Radeon AMD,14.0,1920.0,1200.0,Windows 11 OS,1,61990
HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16,DDR5,1024,SSD,Intel Iris Xe Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,123300
Dell,Inspiron 3530 15 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,1024,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,74499
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,47990
Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,71.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,LPDDR4X,1024,SSD,AMD Radeon Graphics,13.3,1920.0,1200.0,Windows 11 OS,1,85990
Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,63.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon,14.0,1920.0,1200.0,Windows 11 OS,1,61990
Ultimus,Neo NU14U3INT54BN Laptop,69.32352941176471,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8,DDR4,256,SSD,Intel Integrated Iris,14.1,1920.0,1080.0,Windows 11 OS,1,21990
HP,Victus 15-fb0158AX Gaming Laptop,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1,49990
Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,79.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,112990
Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,127990
HP,Pavilion x360 14-ek1021TU Laptop,70.0,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,91590
HP,Victus 15-fa1062TX Gaming Laptop,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,103060
HP,15-fc0027AU Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,39600
Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,137590
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon AMD,16.0,1920.0,1080.0,Windows 11 OS,1,53980
Acer,Swift Go 14 NX.KG3SI.005 Laptop,60.0,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16,LPDDR4X,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,54990
Asus,VivoBook 15 X515MA-BR022WS Laptop,69.32352941176471,Intel Celeron N4020,"Dual Core, 2 Threads",8,DDR4,512,SSD,Intel Integrated UHD 600,15.6,1366.0,768.0,Windows OS,1,28099
HP,Spectre 17-cs0097nr Foldable Laptop,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,17.0,1920.0,2560.0,Windows 11 OS,1,415000
Fujitsu,CH‎ 4ZR1L82433 Laptop,66.0,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16,DDR5,512,SSD,Intel Iris Xe Graphics,13.3,1920.0,1080.0,Windows 11 OS,2,64990
Fujitsu,CH‎ 4ZR1L82434 Laptop,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,DDR5,1024,SSD,Intel Iris Xe Graphics,13.3,1920.0,1080.0,Windows 11 OS,2,84990
Tecno,Megabook T1 Laptop,67.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16,LPDDR4,1024,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,52999
Tecno,Megabook T1 Laptop,63.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,LPDDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,34999
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,67.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16,DDR4,1024,SSD,Integrated AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,65990
HP,Victus 15-fb1016AX  Gaming Laptop,67.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,56990
Lenovo,ThinkPad E15 20TDS0AD00 Laptop,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16,DDR4,1024,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 10 OS,1,88999
Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,35990
Lenovo,Yoga 7 82YL0060IN Laptop,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,111490
HP,250 G9 7N179PA Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1366.0,768.0,Windows 11 OS,1,50990
Lenovo,Thinkpad E15 21E6S07S00 Laptop,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,89500
Lenovo,Ideapad Slim 5 82XE004QIN Laptop,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,66388
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,63.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",16,DDR4,1024,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,66990
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16,DDR4,1024,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,74990
HP,255 G9 841W6PA Laptop,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,DOS 3.0 OS,1,26990
Dell,15 Inspiron 3530 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,1024,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,65990
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,73.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,1024,SSD,4GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,87990
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,36480
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,1024,SSD,Intel Integrated Integrated Intel® UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,63989
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,64.0,12th Gen Intel Core i7 12700H ,20 Threads,16,DDR5,1024,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11  OS,1,90990
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,NVIDIA Geforce RTX,16.0,1920.0,1200.0,Windows 11 OS,1,104990
HP,240 G9 ALC 7M658PA Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated,14.0,1366.0,768.0,DOS OS,1,64800
Asus,Chromebook CX1400FKA-EC0158 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",4,LPDDR4X,64,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Chrome OS,1,27990
Asus,Chromebook CX1400CKA-EK0335 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",4,LPDDR4X,128,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Chrome OS,1,14990
Asus,Chromebook CX1500CKA-EJ0241 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",4,LPDDR4X,64,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Chrome OS,1,22990
Asus,Chromebook CX1500CKA-EJ0277 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",4,LPDDR4X,128,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Chrome OS,1,23990
HP,250 G9 7M659PA Laptop,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel Integrated,15.6,1366.0,768.0,Windows 11 OS,1,42900
Gigabyte,G6 KF Gaming Laptop,71.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1200.0,Windows 11 OS,0,130000
Gigabyte,G5 KF-E3IN313SH Laptop,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,2,94990
Lenovo,ThinkBook 15 G3 ACL 21A4003KUS Laptop,60.0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,57990
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,104222
Fujitsu,UH-X ‎4ZR1M37246 Laptop,65.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,69990
Lenovo,IdeaPad Slim 5 82XE0072IN Laptop,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Integrated SoC,14.0,1920.0,1200.0,Windows 11 OS,1,63990
Lenovo,IdeaPad Slim 3 82XQ008UIN Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon 610M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,48990
Lenovo,V15 G3 IAP 82TT004VIH Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,DOS OS,1,46990
HP,Victus 15-fb1015AX Gaming Laptop,69.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,55990
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,66990
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,89990
MSI,Thin GF63 11UC-1291IN Gaming Laptop,71.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,62990
MSI,Katana 15 B12UDXK-1004IN Gaming Laptop,76.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,85990
Lenovo,Thinkpad E15 21E6S0W700 Laptop,65.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,47100
Lenovo,Yoga 7 82YM004UIN Laptop,76.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16,DDR5,512,SSD,AMD Radeon Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,91990
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,62.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050 GPU,15.6,1920.0,1080.0,Windows 11 OS,1,67990
Acer,TMP214-41-G3 UN.VSQSI.007 Notebook,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon AMD,14.0,1366.0,768.0,Windows 11 OS,1,39990
Acer,TMP214-41-G3 UN.VSQSI.006 Notebook,60.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon AMD,14.0,1366.0,768.0,Windows 11 OS,1,36990
Asus,Vivobook Go 14 2023 E1404FA-NK327WS Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,33990
Lenovo,V14 82KAA055IH Laptop,69.32352941176471,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics ,14.0,1366.0,768.0,DOS OS,1,43800
HP,Omen 16-xf0043AX Gaming Laptop,78.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560.0,1440.0,Windows 11 OS,1,179490
Gigabyte,Aero 14 OLED BMF Laptop,70.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,LPDDR5,1024,SSD,6GB NVIDIA GeForce RTX 4050,14.0,2880.0,1800.0,Windows 11 OS,2,164990
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,84990
Fujitsu,UH-X ‎4ZR1L73352 2-in-1 Laptop,76.0,13th Gen Intel Core i7 1360p,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,104990
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,57990
HP,Victus 15-fb1018AX Gaming Laptop,63.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,58990
Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,78.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32,LPDDR5,1024,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,1920.0,1080.0,Windows 11 OS,1,304990
Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,33990
Ultimus,Elite NU14U3INF56BN-CS Laptop,69.32352941176471,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Integrated Iris,14.1,1920.0,1080.0,Windows 11 OS,1,28990
Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,39900
Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,36490
Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,62.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16,LPDDR5,512,SSD,Intel Integrated UHD,14.0,1920.0,1200.0,Windows 11 OS,1,87490
Dell,Inspiron 3530 2023 Laptop,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8,DDR4,1024,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,44990
Lenovo,Yoga 7 Flip 82YL005YIN Laptop,75.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,107990
Dell,Inspiron 3535 2023 Laptop,69.32352941176471,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,1024,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,46900
Dell,Inspiron 13 5330 Laptop,63.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,13.3,2560.0,1600.0,Windows 11 OS,1,98890
Dell,Inspiron 7430 2023 2 in 1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,76990
